,Tweet,Label
281,Pengamat menegaskan bahwa keberhasilan DPR di bawah kepemimpinan Puan yang menyuarakan suara rakyat. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/8Of4Un65KX Tolak Tunda Pemilu 2024,1
282,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/SrUgXlQQNH",1
283,"Wahh kalo tentang pemulihan ekonomi, Puan sangat menunjukkan peduli nya terhadap lingkungan masyarakat lohh ð¤©
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/tmPniHJzXe",1
284,"Puan:antisipasi antrean bbm dengan distribusi yang optimal
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/akVsLBAAw4",1
285,"Sikap presiden ini dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu, sip kami dukung beliau Pak , Bu     #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/SKLqP7nLwm",1
286,"Puan sangat apresiasi ketegasan puan dalam tolak penundaan pemilu 2024. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/EY5Eiuh9J9",1
287,"Pengamat menegaskan bahwa keberhasilan DPR di bawah kepemimpinan Puan yang menyuarakan suara rakyat. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/hISLfBOah9 Tolak Tunda Pemilu 2024",1
288,"#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
Senangnya ibu puan selalu memperhatikan rakyat,dlam kondisi pandemi kya gini, sebagai masyrkat guee ngerasa skli ngmna dampaknya buat ekonomi di indonesia.. https://t.co/ahYp7mfxxA",1
289,"Puan dukung Jokowi soal larang menteri bahas penundaan Pemilu. hal ini karena pemilu merupakaan acara demokratis yang harus dilaksanakaan tanpa ditunda. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/cLxwDgmHJ8",1
290,"Saya setuju dengan Sehingga wacana penundaan pemilu adalah wacana tidak berdasar. Inilah yang coba disuarakan Puan yang juga secara tegas menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/BaheUpBVaU",1
291,"lebih fokus membantu Presiden mengatasi berbagai persoalan bangsa, khususnya kenaikan berbagai harga komoditas yang memberatkan rakyat saat ini, Bu Puan emang terbaik    #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/LCnzdIAUT6",1
292,"Puan telah mendistribusikan BBM supaya optimal sehingga tidak membuang"" waktu dengab mengatre lama di pom bensin  
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/TJyHZxePQh",1
293,"Kekayaan yang ada di negara Indonesia ini harus dikelola dengan baik dan benar, oleh karena itu para nelayan akan dilindungi oleh Puan dari kapal besar 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ByGjZNl13o",1
294,"puan maharani tunjukkan kepeduliannya ke masyarakat dengan mengusulkan pemerintah utk meringankan pajak. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zLy4tCRjHV",1
295,"meskipun kita ketahui bahwa Puan dan Jokowi sama- sama berasal dari satu partai PDIP, namun Puan berani mengkritisi pemerintah. masyaallah  ini  perlu diapresiasi, komen positif. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/mUYRBQMHv9",1
296,"Apresiasi Puan ke Jokowi atas sikapnya tolak penundaan Pemilu dinilai berdampak positif untuk DPR. Semoga kedepannya lancar. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/mlgFv9UloD",1
297,"Puan Maharani mengapresiasi Presiden Jokowi yang melarang para menteri membuat polemik di masyarakat terkait wacana penundaan pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/7MvARvC8Fj Tolak Tunda Pemilu 2024",1
298,"Puan siap untuk mendukung pengesahan RUU TPKS dan telah trending di twitter, beliau dinilai memiliki potensi besar menarik suara para perempuan 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/34HKZFMcCT",1
299,"Puan Maharani melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/9sYWCzVLbJ",1
300,"Sikap presiden dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/qdCoToAZfb Tolak Tunda Pemilu 2024",1
301,"bu puan mengantisipasi antrian bbm dgn distribusi yg optimal. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Xs7AwST30Q",1
302,"Puan kembali mengingatkan para menteri lebih baik bekerja mengatasi persoalan kenaikan harga sembako
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/XkO3jfYSxj",1
303,"#JokowiBersamaPuan
Tolak Tunda Pemilu 2024

Semoga harga pangan menjadi stabil , biar yang menjalani ramadhannya makin semanggat, ngak mikir lagi mw belanja apa aja bisa,semanggat bu puan.. https://t.co/UOdyGzonDS",1
304,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/uM9V5cpKR2",1
305,"Adapun Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bXz8uwAcPk",1
306,"puan maharani  berpotensi besar utk tarik suara perempuan hingga trending di twitter. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/qp92NYEPRB",1
307,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/CvWOEi42tL",1
308,"Mantap buk puan bantu memulihkan ekonomi menjelang bulan Ramdhan soalny semua bahan pangan semuany naik menjelang bulan Ramadhan nih ðª
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/OhBf4qqYUp",1
309,"Yudha Dia menyebut Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/cWoeNX4pjP",1
310,"Ibu Puan terbaik, sangat mengerti rakyatnya #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/GZldlALQMY",1
311,"Sepakat sama bu puan memang  harus mendukung pelarangan menteri dalam membahas penundaan pemilu  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/LjKFwrCIhH",1
312,"https://t.co/8P2mp427Ty
Mantap banget nih cara Bu puan buat
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024",1
313,"Puan Maharani menyatakan keinginannya agar kita semua bersama -sama menyatukan Energi bangsa untuk menghadapi tantangan pemulihan ekonomi pada masa transisi Covid-19 ini
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/OBucU8UJvk",1
314,"saya sependapat sekali dengan ibi puan ð
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/O6iuqUWlhV",1
315,"Puan Maharani tunjukkan kepeduliannya ke masyarakat saat bicara mengenai pemulihan ekonomi 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bB6Oxj6yZi",1
316,"https://t.co/oMXfO06iL9
#JokowiBersamaPuan apresiasi juga buat Bu puan
Tolak Tunda Pemilu 2024",1
317,"Sikap presiden dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/Yk7n2PhkAP Tolak Tunda Pemilu 2024",1
318,"Pengamat Politik Nilai Puan Sebagai Sosok Mitra Kritis Pemerintah
https://t.co/RiPnIjz7yt
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024",1
319,"Karena Puan telah menyinggung terkait dengan pemulihan ekonomi, kini beliau telah menjadi mitra kritis pemerintah  
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/uaYNnVVthL",1
320,"Singgung soal pemulihan ekonomi Bu puan jadi mitra kritis pemerintah #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 . https://t.co/pUDpo32m4i",1
321,"Sikap Jokowi ini, menurut pengamat, lahir setelah Puan selaku ketua DPR bersikap tegas untuk menolak pemilu. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/BNPDQx2gla Tolak Tunda Pemilu 2024",1
322,"Sebelumnya, Ketua DPR RI, Puan Maharani, juga menegaskan sikap politiknya untuk menolak penundaan pemilu dari jauh - jauh hari. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ThuOTsP7qy",1
323,"Menurut Puan, ketika pemerintah terus mendengungkan wacana penundaan pemilu, akan mengurangi kepercayaan publik terhadap pemerintah. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/YtVmuoN8Nz Tolak Tunda Pemilu 2024",1
324,"Dengan presiden melarang mentri berbicara tentang penundaan pemilu Puan Maharani sangat mengapresiasi nya #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/fTcldiJWUa",1
325,"Puan Apresiasi Presiden Larang Menteri Bicara Penundaan Pemilu #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Ppz4CsViBy",1
326,"Luar biasa ya terimakasih mbak Puan telah menyampaikan aspirasi kami
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/Hg6hP2NSe8",1
327,Puan Maharani mengapresiasi sikap Presiden melarang menterinya membuat polemik di masyarakat terkait perpanjangan masa jabatan Presiden. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/K2IQ9RZFzr Tolak Tunda Pemilu 2024,1
328,"Puan mengapresiasi Presiden larang Menteri membicarakan penundaan Pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/4zUBjWnDjr Tolak Tunda Pemilu 2024",1
329,"Puan Maharani menyinggung pemulihan ekonomi dan jadi mitra kritis pemerintah

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/v1ZTe9yeRs",1
330,"Ibu Puan sangat peduli kepada rakyatnya, mantap #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/KAgIWOVWVa",1
331,"Puan Maharani menjadi mitra kritis pemerintah dalam pemulihan ekonomi
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Xub65V9Avq",1
332,"""Jika saya lihat Puan dan Jokowi, keduanya adalah kader banteng sejati. Ini karena keduanya sepakat dan patuh pada sikap PDIP yang tegas menolak penundaan pemilu,"" jelas Yudha, , luar biasa sekali nih #JokowiBersamaPuan Tolak Tunda Pemilu 2024"" https://t.co/SwbXkuYKJT",1
333,"Sikap Jokowi ini, menurut pengamat, lahir setelah Puan selaku ketua DPR bersikap tegas untuk menolak pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/eOeXH3vsDx Tolak Tunda Pemilu 2024",1
334,"Ini dikatakan Puan usai bertemu dengan presiden Joko Widodo, Rabu (6/4/2022). 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/HGEqXhqGl0",1
335,"Puan senang karena Jokowi marahi menteri soal penundaan pemilu 2024. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/5RNPl6oCd8",1
336,"Puan peduli akan perempuan sebagai wujud komitmennya terus mendukung pengesahan RUU TPKS dan diminta agar para perempuan Indonesia tidak takut 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/8Mt0es9Q6e",1
337,"Puan temui Jokowi usai menteri dilarang suarakan penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/cGvBZMby2E",1
338,"Puan menemui Jokowi usai menteri dilarang suarakan penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/FOs58AoOwm",1
339,"Puan Maharani sampaikan Antisipasi dlm hadapi antrean bbm 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ncknompzNn",1
340,"Bicara pemulihan ekonomi Ibu Puan angkat bicara tentang kepeduliannya ke masyarakat
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/sn3tD2jTsE",1
341,"Hendra menilai sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/P6Z39godhe",1
342,"Menurut para pengamat Pak Jokowi dan Bu Puan sudah selaras tegas dalam menolak penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024",1
343,"Keren bangett, Puan sangat mengapresiasi Presiden yang melarang menteri untuk bicara tentang penundaan Pemilu ð¥°
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/3kOpW31Y7M",1
344,"Adapun Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/2BH6jtOe6x",1
345,"Apresiasi bnget Hu puan dinilai emang berdampak positif bagi DPR #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/dqzw3LZzbW",1
346,"Puan menjelaskan bahwa yang dibutuhkan rakyat bukanlah perbicangan penundaan pemilu atau perpanjangan presiden. Demi kebaikan bersama, salut. #JokowiBersamaPuan https://t.co/wCxncF2mLC Tolak Tunda Pemilu 2024",1
347,"Luar biasa ya terimakasih mbak Puan telah menyampaikan aspirasi kami
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/vbVFNdJJn8",1
348,"Puan Maharani ini adalah salah satu sosok politikus perempuan yang memiliki nilai histori yang tak main-main.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/uclzrMUDpe",1
349,"semngat mbak puan... gak ad yg ditunda ya....

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024

https://t.co/EwoTBNPzzv",1
350,"Sikap presiden dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu. Demi kebaikan bersama, salut. #JokowiBersamaPuan https://t.co/B3xOE6BgGd Tolak Tunda Pemilu 2024",1
351,"Pertemuan antara Presiden Joko Widodo dan Ketua DPR RI Puan Maharani di Istana Bogor, Jawa Barat, Rabu kemarin (6/4) menutup kemungkinan dan upaya oknum-oknum tertentu menunda Pemilu Serentak 2024.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/GIPWSY7Ilk",1
352,"Bu Puan sudah turun tangan lagi nih mengenai BBM yang mulai langka dan antrian yang memanjang
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/cOAHEvxxcQ",1
353,"Apresiasi Puan ke Jokowi juga dinilai memiliki dampak Positif untuk DPR. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ssE9JOoSLr",1
354,"Puan artinya membuat DPR jadi mitra kritis pemerintah. Tidak jadi soal meski Puan dan pemerintahan saat ini berasal dari partai yang sama. Proses check and balance dalam bernegara tetap berjalan
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/LvgvhPtNPL",1
355,"Baginya ini sangat sesuai dengan dirinya yang berperan DPR yang mesti melakukan kontrol pada pemerintah ""Jadi apa yang dilakukan Puan adalah hal lumrah saat mengkritik pemerintah. Sebab kita tidak hidup dalam sistem parlementer,"".
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/o3ZDPnPPF1",1
356,"Puan: penting menyatukan agama dan ilmu. Hal ini dikutip dari pidato Bung Karno. Keterkaitan antara keduanya cukup kuat sehingga harus seimbang. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/X9jq1Msz5M",1
357,"Puan berasal dari PDIP, dalam setiap pemilihan PDIP tidak pernah main mata dengan kaum radikal dan berani kalah daripada mendukung pemimpin yang berasal dari kaum radikal.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/LkeRHF20wW",1
358,"Menurut Puan, ketika pemerintah lewat para menterinya terus mendengungkan wacana penundaan pemilu atau perpanjangan masa jabatan presiden, hal tsb justru akan mengurangi kepercayaan publik terhadap pemerintah.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/j0QserXTKw",1
359,"Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Ni5dljhsgb",1
360,"Kalau ada yang beralasan wacana tersebut sah dalam negara demokrasi, saya pikir topik tentang pemulihan ekonomi rakyat sekarang ini lebih penting, Bu Puan kami sayang Bu Puan yg perduli masyarakat    #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/DN1s2uN1T7",1
361,"Temui pak Jokowi karna menurutNya (Puan Maharani) bicara dengan topik pemulihan ekonomi lebih penting dibicarakan di ruang publik saat ini #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/0oP1Au2O2W",1
362,"mengusulkan menerapkan keringanan pajak jadi bukti bahwa Puan peduli kepada masyarakat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/iam7IhMtJG",1
363,"Soal investigasi illegal bu puan juga akan berupaya menghentikan  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/QeHhEeKKBe",0
364,"Dia menyebut Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Jm1O0BWlc1",1
365,"Puan Maharani menyampaikan jika pemulihan ekonomi transisi Covid-19 harus dirasakan rakyat jg 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/eOubPLblkS",1
366,"Luar biasa ya terimakasih mbak Puan telah menyampaikan aspirasi kami
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/AiprjFibBv",1
367,"Sebelumnya, Ketua DPR RI, Puan Maharani, juga menegaskan sikap politiknya untuk menolak penundaan pemilu dari jauh - jauh hari.
Keputusan yang tepat nih
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/HCtToVcRVf",1
368,"Terkait isu penundaan pemilu Presiden Jokowi Dan Puan Maharani bersikap tegas menolak penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/goEvzrYwXr",1
369,"Puan Maharani menolak penundaan pemilu dari jauh2 hari 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/27cXrSE0PK",1
370,"Tindakan Presiden Jokowi memerintahkan para bawahannya untuk berhenti bicara penundaan pemilu, puan apresiasi dan dukung sepenuhnya untuk tidak melakukan penundaan pemilu, komen positif.. 

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/lhrWXmPFfA",1
371,"Sebelumnya, Ketua DPR RI, Puan Maharani, menegaskan sikap politiknya untuk menolak penundaan pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/BxGPAsAoTy",1
372,"Meski Puan dan Jokowi sama-sama berasal dari satu partai yakni PDIP, namun Puan berani mengkritisi pemerintah. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/t6ZIECMW2Y Tolak Tunda Pemilu 2024",1
373,"Puan minta menteri manut pada presiden Jokowi stop bicara tunda pemilu 2024.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/sUlrF95fwZ",0
374,"Presiden Jokowi dan Puan sama-sama setuju jika jangan ada pembicaraan tentang penundaan pemilu, ini dikarenakan karna sekarang masih banyak yang harus dibahas terutama tentang kenaikan harga pangan
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/ozjiXQhjQS",1
375,"Meski saat ini bisa dibilang minyak goreng sudah tidak langak, namun Puan tetap mendesak pemerintah agar menstabilkan harga pangan   
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/pIYyEyE2We",1
376,"Emang Bu puan kn keren bgt kece badai dehh I love you
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/nw5OC3r4Yy",1
377,"Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu.

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/bgnXL1Eu2u",1
378,"seluruh rakyat untuk bisa sama-sama pulih dari dampak pandemi Covid-19 yang memukul kita dua tahun belakangan ini,â jelas Puan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bFGvaBeZHT",1
379,"Kita juga setuju dengan pak Jokowi dan bu Puan tegas menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/rq77jfiRWR",1
380,"Ibu puan sosok yg dikagumi nelayan karena melindungi nelayan dsri kapal2 besar. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/5UWnOPcKAA",1
381,"Wahh tau ga? Udah trending di Twitter lohh, kalo Puan berpotensi besar untuk menarik suara pemilih perempuan lohh ðð¤©
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/p57W7fWNW4",1
382,"Pak Jokowi dan Mba Puan Sudah Tegas Menolak Soal Penundaan Pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/MYSlEmIIUX",1
383,"Menurut bu puan untuk saat ini pemulihan ekonomi lebih penting di bicarakan daripada soal pemilu 
https://t.co/2UbKsFScSK
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024",1
384,"Mengenai pemulihan ekonomi, Puan Maharani menunjukkan kepedulian terhadap masyarakat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/YGfIWgHl3q",1
385,"Dia menyebut Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/xiXfRbJVa1",1
386,"Puan jadi mitra kritis pemerintah dengan menyinggung pemulihan ekonomi #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/AKulGTfeyQ",1
387,"Puan maharani ini sangat peduli dengan rakyat ya dan memilih memilirkan harga sembako agar tetap stabil #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/pkleuKO69k",1
388,"Puan Maharani selalu mengingatkan pemerintah tentang kondisi perekonomian saat ini beliau sedang menyuarakan aspirasi dari publik saat ini  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/wxq2i89eVD",1
389,"Sebelumnya, Ketua DPR RI, Puan Maharani, menegaskan sikap politiknya untuk menolak penundaan pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/4HpBsb6mzN",1
390,"Puan pastikan RUU TPKS dibawa ke Paripurna 14 April 2022.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/rqRiaOTtuW",1
391,"Puan Maharani mengingatkan pemerintah tentang kondisi perekonomian saat ini, artinya dia sedang menyuarakan aspirasi dari publik. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/NgoRMbSMLx",1
392,"Wah Selamat ya buat bu Puan karena sudah masuk trending topic dong hehe mantap deh
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ZnNWZUVRLd",1
393,"Wahh mulia banget, Subsidi Upah Pekerja serta Bantuan UMKM harus tepat sasaran, ujar Puan, keren banget ð¤©
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/IdKnkoH7j9",1
394,"Semangat bu puan utk mendukung rakyat
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/AlNbOBB0gd",1
395,"Pengamat politik Indonesia Maju Institute, Andi Purnomo, menyatakan meski Puan dan Jokowi sama- ama berasal dari satu partai yakni PDIP, namun Puan berani mengkritisi pemerintah, namanya demokrasi ya kan    #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/3ltfBUgXFc",1
396,"Puan Maharani berpotensi besar dalam menarik suara dadi perempuan
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/MiXkNGnEpE",1
397,"#JokowiBersamaPuan
Tolak Tunda Pemilu 2024

Salut sama ibu puan mendukung nelayan kecil, dan memperhatikan mata pencrian para nelayan2 di tanah air.. https://t.co/NzrEpoA2fc",1
398,"Pak Jokowi dan Ibu Puan sudah menyepakati dengan tegas untuk menolak adanya penundaan pemilu #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Ho4vclrh4c",1
399,"Ibuu Puan sebagai selaku wakil rakyat di DPR. Untuk menyuarakan aspirasi rakyat yang tak sepakat untuk adanya penundaan pemilu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ps71P2EQcB",1
400,"Ibuu Puan sudah menolak adanya penundaan pemilu untuk representasi kepentingan dan keinginan rakyat. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/cnOijt5eNi",1
401,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus

Booster Mudik Terjamin
https://t.co/n5E9A0yL5s https://t.co/TlPTo2CH6W",1
402,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus.Booster Mudik Terjamin
https://t.co/LwTIJOEBkX",1
403,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus
Booster Mudik Terjamin
https://t.co/csAzo791ZU",1
404,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus
https://t.co/zQIUHMbzCb

Booster Mudik Terjamin",1
405,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus
https://t.co/ciKkTE9ciD
Booster Mudik Terjamin",1
406,"Tegaskan PDIP Tolak Penundaan, Puan: Pemilu 2024 Jalan Terus. Booster Mudik Terjamin
https://t.co/fPnkwgzt8S",1
407,"#Apresiasi Puan Maharani Tolak Penundaan Pemilu 2024 - https://t.co/9eXJAeemUY 
#PuanMaharani

https://t.co/Ta6w4K0Ody",1
408,"Salut sama Puan Maharani atas ketegasnya dlm tolak penundaan pemilu 2024
#PemimpinDuniaPujiPuan
Puan Adalah Harapan
https://t.co/vIiw0YABg8",1
409,"#BEM se-Jakarta Dukung Puan Tolak Penundaan Pemilu 2024 - Metro 
#PuanMaharani

https://t.co/44oglkIrW0",1
410,guys dukungan yang diberikan untuk Puan Maharani agar maju di Pilpres 2024 hingga saat ini semakin santer saja loh.. Tolak Tunda Pemilu,1
411,"Ibu puan berpendapat bahwa pemilu 2024 merupakan tanggung jawab kita semua untuk menyukseskan nya, dan menolak penundaan pemilu Tolak Tunda Pemilu",1
412,"Komunitas pamator mendukung Puan Maharani untuk melaju ke pilpres 2024,serta dinilai sebagai tokoh yang menjadi harapan bersama Tolak Tunda Pemilu",1
413,"Menurut ibu puan pemilu akan dilaksanakan pada 14 Februari 2024, dan menegaskan tidak ada penundaan Tolak Tunda Pemilu",1
414,"Puan Maharani menegaskan pemilu 2024 akan tetap berlangsung , dan tidak ada penundaan ya guys Tolak Tunda Pemilu",1
415,Mbak puan pastikan pemilu 2024 sesuai jadwal dan tidak akan ada penundaan Tolak Tunda Pemilu,1
